@relation /home/harish/CS6347project/data_5teams/Texas_arff-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 {1,2,}

@data
1,36,71,2,14,15,22,16,37,9,13,11,5,19,63,7,25,16,24,10,23,7,19,1,3,1
1,26,59,2,10,22,30,13,27,8,8,8,5,23,63,6,20,3,8,16,23,5,16,3,3,1
1,30,70,7,16,20,28,18,27,15,15,7,6,32,68,6,18,20,28,16,27,17,12,7,9,2
1,27,53,3,9,21,32,14,27,11,16,4,3,23,56,5,15,14,18,10,18,9,15,6,1,1
1,26,62,5,16,23,28,14,21,12,10,4,5,32,66,8,13,21,34,20,25,17,10,10,10,2
-1,29,66,5,13,32,40,16,33,23,14,2,3,28,66,10,27,21,32,13,23,18,13,6,2,1
1,25,64,5,14,12,20,18,24,10,10,5,4,22,52,7,14,10,15,9,25,5,14,5,3,1
-1,26,57,7,22,16,24,14,27,18,15,8,4,23,52,3,12,14,22,8,22,9,14,9,3,1
1,27,61,10,20,13,19,13,28,16,10,3,5,26,60,3,12,10,19,11,23,13,8,9,3,1
1,25,52,4,14,23,35,16,20,7,16,5,3,25,51,11,20,21,36,14,18,13,14,5,2,2
1,31,64,5,14,15,24,16,35,18,16,6,3,25,72,3,24,11,15,14,22,11,10,13,3,1
-1,24,57,5,13,23,27,14,24,14,11,2,4,29,68,4,13,9,18,19,21,18,8,8,2,1
1,26,67,6,17,16,24,24,26,13,10,2,6,27,58,3,13,3,9,10,20,7,10,5,1,1
-1,27,50,6,11,16,25,9,28,13,13,5,0,25,60,8,21,13,23,15,19,16,9,8,6,1
0,30,70,7,21,14,18,13,26,14,11,4,4,31,63,10,14,20,27,12,30,16,11,4,0,2
1,33,77,6,21,17,28,24,38,12,13,8,0,19,63,4,22,9,13,9,24,8,20,7,4,1
1,44,82,12,29,22,33,28,30,21,13,10,4,25,66,6,26,15,18,14,15,17,22,6,3,1
1,36,70,9,24,13,22,18,26,18,8,11,6,25,63,5,12,4,5,12,22,10,16,5,2,1
1,34,66,7,15,28,37,15,32,15,19,16,2,26,64,8,24,12,19,11,24,13,28,10,8,1
0,32,89,9,28,10,16,25,28,21,13,12,1,32,67,8,18,19,26,11,37,18,20,5,9,2
1,32,71,6,16,19,31,22,36,13,9,11,11,18,62,7,24,12,16,11,21,6,14,1,3,1
0,21,66,6,16,13,22,21,13,12,11,5,2,31,54,7,16,20,30,14,29,17,13,7,6,2
1,31,59,6,20,20,31,17,28,10,19,6,1,24,63,12,30,12,18,13,18,15,18,11,3,1
1,35,62,8,22,21,30,17,31,16,18,6,7,27,63,3,12,22,25,8,13,11,13,11,1,1
-1,27,65,7,19,18,24,20,14,11,18,12,3,18,42,6,18,35,41,13,22,9,24,12,6,1
1,26,52,5,16,22,29,14,18,14,9,13,6,23,58,5,17,6,8,17,16,11,16,4,3,1
1,30,58,9,23,25,30,14,28,18,16,8,6,28,65,11,30,14,19,12,16,15,15,10,2,1
1,23,59,10,22,7,11,17,16,9,5,7,2,21,44,8,17,11,14,8,22,13,10,3,4,1
-1,27,66,6,18,15,19,15,22,12,9,5,3,21,48,2,15,25,37,10,26,10,13,5,8,1
-1,26,57,5,15,10,20,14,16,6,10,5,5,26,54,4,10,16,22,13,25,11,12,7,3,2
-1,24,61,6,16,8,12,22,26,8,18,2,5,19,59,8,25,15,22,17,16,12,8,5,3,1
-1,24,66,5,14,16,26,20,25,17,6,4,4,17,51,6,21,19,31,17,30,10,17,2,1,1
1,29,63,11,24,7,10,9,22,15,7,12,4,22,54,6,14,13,15,12,26,12,18,6,4,1
1,17,48,7,12,25,30,14,30,12,14,5,4,14,53,1,21,8,15,14,16,6,17,5,5,1
-1,31,61,14,29,8,10,11,34,22,12,3,6,18,62,5,23,17,20,12,21,10,9,6,1,1
1,31,69,5,18,10,17,19,26,19,12,2,1,27,59,5,14,19,26,9,19,17,6,8,1,2
1,28,52,5,17,16,28,12,22,11,14,9,3,18,49,4,17,17,23,10,20,5,19,8,0,1
-1,24,57,6,16,14,21,18,28,11,8,2,3,19,53,7,21,18,26,11,19,8,5,6,8,1
1,28,65,6,18,20,24,15,24,12,7,6,6,25,65,6,14,11,17,15,23,8,12,5,5,1
1,26,62,6,12,16,21,14,23,12,10,5,2,27,59,3,12,14,17,8,24,12,9,2,3,1
1,29,58,4,13,5,9,8,17,20,8,7,5,26,54,6,14,18,23,12,24,16,11,1,3,2
1,15,50,9,32,9,16,7,25,13,12,2,5,17,50,5,15,19,31,12,30,12,11,2,2,2
0,22,43,1,5,21,34,10,29,15,18,4,4,19,51,8,24,17,25,8,20,6,13,4,2,1
0,24,67,6,21,10,15,17,23,11,7,7,2,20,48,4,16,16,28,13,29,7,16,4,1,1
0,19,58,2,15,9,16,12,23,9,13,4,4,22,53,4,16,17,25,12,30,11,11,7,4,2
1,36,63,13,22,10,17,12,29,18,9,7,7,23,57,8,19,9,13,8,17,11,12,5,0,1
0,28,61,11,21,13,22,13,29,13,16,4,2,26,66,9,24,21,33,17,25,17,11,9,5,2
0,33,63,10,25,19,23,14,30,18,16,7,1,24,59,8,24,14,19,7,20,8,16,8,2,1
1,28,59,16,28,14,25,16,31,19,11,7,4,19,60,4,21,8,13,12,20,9,12,7,4,1
-1,22,56,6,17,20,27,12,28,11,14,5,4,25,68,3,23,9,14,17,26,14,11,3,4,1
1,33,71,7,16,13,23,18,32,18,17,15,8,22,71,5,28,8,12,18,27,8,23,10,3,1
1,31,66,5,17,18,30,17,24,14,13,12,6,23,60,4,20,20,25,11,23,10,21,9,4,1
1,33,68,10,24,12,17,16,24,17,13,6,5,32,66,8,25,17,27,16,21,21,12,8,4,2
1,37,59,6,12,17,26,10,27,22,16,12,6,19,54,7,17,7,10,6,16,9,25,6,1,1
1,36,72,8,24,20,29,18,29,10,15,9,13,31,69,7,14,13,22,11,20,17,12,8,2,1
1,29,56,5,19,26,36,11,30,12,18,8,4,30,71,12,33,10,15,13,20,14,15,9,2,1
1,22,50,6,18,24,37,17,21,8,13,5,3,21,53,5,22,20,28,12,17,8,14,7,6,1
1,29,53,11,25,10,13,16,22,18,18,8,7,22,48,7,16,9,16,7,10,8,14,9,0,1
1,20,62,7,21,16,25,20,19,14,16,4,4,20,42,8,15,26,36,6,27,15,15,6,4,2
-1,20,49,4,18,19,27,9,29,9,8,6,6,18,59,8,27,9,20,18,24,12,9,3,3,1
1,22,52,6,15,25,28,16,20,11,16,5,4,24,63,6,20,7,9,18,16,10,17,6,4,1
1,21,49,2,12,16,19,10,23,9,12,4,1,25,66,6,28,8,14,22,20,17,9,7,5,2
1,27,54,14,21,12,20,10,23,13,15,6,3,25,68,8,16,15,20,21,24,11,13,8,1,1
1,22,59,4,23,17,23,17,21,5,20,3,5,36,72,7,17,11,12,13,24,24,10,9,2,2
-1,30,74,6,30,14,21,14,27,14,13,10,3,31,67,8,16,22,29,11,34,15,13,6,5,2
1,26,63,10,29,17,26,15,33,19,15,1,5,27,69,9,28,25,34,13,26,15,5,6,9,2
1,24,51,11,20,16,21,12,26,15,13,2,2,23,64,13,37,13,17,13,14,14,5,8,1,1
1,22,48,8,15,23,32,14,30,8,9,5,4,13,50,5,24,9,12,6,16,2,10,6,1,1
-1,24,43,8,21,19,24,9,27,16,14,0,2,20,55,8,29,12,18,11,14,15,7,7,0,1
1,24,54,7,16,10,12,10,27,14,17,3,2,29,67,7,24,4,8,14,21,15,7,6,4,2
1,18,49,6,13,21,30,14,24,8,14,7,6,18,54,8,28,7,11,13,22,11,19,5,1,1
-1,20,51,5,18,13,19,10,19,13,15,5,5,24,55,6,15,20,27,15,24,11,12,13,1,2
-1,24,45,7,19,19,27,11,26,12,16,5,1,26,60,7,24,14,20,12,17,16,8,7,1,1
0,20,58,9,35,20,29,9,25,10,10,5,0,27,63,9,26,18,26,16,32,15,13,6,3,2
1,33,67,10,21,13,19,15,28,18,16,12,12,24,67,4,17,4,7,17,20,13,22,4,0,1
1,26,55,6,20,19,28,22,32,16,13,6,8,13,50,7,26,0,2,4,11,9,11,6,1,1
0,32,59,8,18,4,5,11,30,17,24,6,4,29,61,9,23,8,12,5,17,17,11,13,2,1
0,23,55,6,16,16,20,10,28,11,12,5,6,22,65,5,25,10,15,17,24,15,10,2,2,1
1,33,66,8,26,16,24,18,23,19,12,14,3,21,52,4,14,9,13,9,19,11,24,9,0,1
1,30,67,5,21,17,27,21,27,11,16,11,6,20,58,3,16,11,18,13,20,5,21,8,1,1
1,33,58,7,19,20,30,13,31,16,16,10,9,21,58,6,20,7,17,10,19,12,18,10,4,1
-1,35,74,6,16,9,20,20,30,17,13,17,4,21,60,3,9,13,19,12,27,9,21,8,1,1
0,27,59,3,12,9,12,11,19,7,16,6,1,31,58,12,22,23,24,8,23,15,7,10,6,2
-1,25,52,10,22,18,28,15,22,10,22,4,4,29,58,12,24,25,28,10,15,16,10,11,1,2
1,31,64,11,33,12,13,12,31,19,7,10,7,15,54,9,23,10,11,9,19,10,15,6,1,1
1,40,73,9,24,21,25,20,31,23,17,20,5,14,52,4,16,6,12,11,14,8,31,10,3,1
-1,23,55,4,17,19,25,7,32,14,21,9,9,20,70,6,32,12,16,19,26,12,22,11,4,1
1,30,62,8,19,21,32,17,33,18,14,8,6,22,71,6,25,14,22,20,20,7,12,4,4,1
-1,26,53,11,21,15,23,15,26,17,17,7,4,22,57,9,24,5,6,10,18,15,16,8,3,1
1,21,54,4,14,12,17,14,28,10,15,4,7,17,62,7,30,14,17,18,21,10,11,8,4,1
1,29,59,9,23,13,18,13,24,19,10,12,6,18,49,4,14,6,7,7,18,14,19,4,1,1
-1,22,47,13,23,9,13,8,25,14,10,6,3,16,44,7,19,8,11,5,19,13,12,5,5,1
1,31,64,12,23,6,7,12,25,23,11,14,3,18,53,4,15,6,12,12,22,8,20,7,1,1
1,27,57,5,18,13,19,12,18,12,10,5,1,31,57,8,20,12,19,12,23,18,10,5,1,2
-1,27,57,7,21,5,7,13,24,16,14,9,2,19,50,7,22,8,13,10,19,11,16,4,0,1
1,21,41,8,15,33,39,10,26,10,15,5,7,24,51,4,13,18,27,7,12,17,9,9,0,1
-1,26,60,4,17,9,11,19,31,11,14,9,4,16,50,5,21,7,11,5,17,11,11,4,1,1
1,26,62,9,18,17,23,20,24,10,10,9,4,20,55,7,19,12,17,15,18,9,15,6,3,1
1,30,59,8,14,22,31,14,28,15,12,5,6,22,57,9,23,10,14,7,19,12,15,4,4,1
1,19,57,5,21,17,24,16,18,7,12,5,6,30,59,7,16,14,16,12,25,19,10,4,3,2
-1,24,54,5,17,12,16,12,26,18,10,3,5,22,63,4,17,16,20,17,19,15,6,6,2,1
1,27,49,10,20,16,18,12,24,19,16,11,5,23,54,4,15,5,7,9,10,15,15,9,1,1
1,13,38,5,13,12,17,6,26,11,18,7,5,17,52,5,20,7,11,12,21,13,14,9,2,2
1,27,56,9,24,9,12,8,19,15,7,7,1,21,50,4,15,2,2,7,21,11,14,2,2,1
0,27,63,7,24,16,22,19,25,19,7,2,4,22,51,11,25,15,19,8,22,17,8,3,2,1
0,24,53,5,14,21,28,13,26,15,9,5,7,26,58,8,23,10,12,7,21,19,6,4,2,1
0,22,55,8,21,16,22,16,24,15,16,6,5,27,61,12,24,14,19,13,22,22,9,10,8,2
1,38,70,9,22,18,27,16,36,19,14,14,12,15,65,5,22,9,19,17,20,5,24,4,2,1
1,29,60,13,24,21,28,15,28,19,9,6,10,27,68,4,21,8,12,16,21,6,10,2,3,1
0,22,63,7,26,10,15,13,24,11,9,7,9,22,53,9,17,10,16,12,29,15,16,3,4,2
-1,27,62,10,18,13,18,17,19,13,16,10,3,29,60,11,21,7,9,12,21,21,18,7,4,1
1,35,74,10,27,11,17,21,36,21,13,10,6,21,62,9,33,9,13,7,22,15,14,6,1,1
1,32,74,10,32,16,24,23,20,16,10,16,5,20,50,3,13,7,11,10,25,12,28,4,2,1
0,25,61,10,29,17,23,12,22,10,12,7,2,31,62,12,27,13,18,11,27,20,14,5,3,2
0,29,68,5,16,13,19,15,34,9,15,3,7,27,76,8,27,13,19,19,27,14,11,11,4,1
1,28,65,5,17,35,48,23,28,12,19,13,4,27,63,9,24,7,11,10,23,13,25,9,2,1
1,28,58,7,17,17,26,13,23,11,8,8,6,29,66,8,23,10,20,19,22,16,11,2,5,1
1,34,75,13,31,24,30,13,35,22,11,2,5,35,79,11,33,30,41,16,32,25,8,5,2,2
1,23,61,9,23,21,31,20,25,17,16,10,4,21,49,6,21,18,24,4,26,10,14,11,3,1
1,31,65,7,25,15,22,12,37,14,8,9,11,19,62,6,18,8,22,14,23,11,16,0,1,1
-1,36,71,13,25,17,24,20,29,19,16,8,3,30,65,10,26,8,14,9,18,21,16,7,6,1
1,22,46,12,23,32,42,14,25,16,15,8,6,24,58,7,22,13,17,11,17,12,13,8,2,1
1,29,53,9,22,13,19,12,22,14,15,4,4,25,55,6,19,13,18,8,15,14,8,7,3,1
1,35,87,12,33,21,29,24,25,16,20,10,9,39,81,8,22,19,28,20,34,16,20,10,9,2
1,22,62,11,33,14,18,10,26,10,14,4,5,21,57,7,25,27,34,13,32,14,12,7,3,2
-1,22,52,10,26,8,11,13,20,14,17,8,2,21,46,9,21,10,14,8,19,13,14,7,4,1
1,25,59,10,26,24,33,12,21,15,6,6,2,31,63,9,26,8,10,12,25,14,13,3,4,1
-1,31,61,10,19,4,10,11,32,17,10,6,3,21,66,9,29,13,17,16,22,10,7,5,1,1
-1,26,58,5,15,15,18,15,23,10,9,2,12,27,67,14,27,5,6,17,19,19,6,2,3,2
1,24,56,7,20,27,37,6,25,10,8,4,9,33,65,11,23,23,37,15,32,29,8,2,2,2
1,27,55,6,15,17,20,5,22,14,12,12,4,25,59,8,24,10,10,11,23,9,19,7,2,1
1,32,57,8,15,11,15,11,23,17,15,9,5,22,60,6,15,4,5,14,16,13,16,10,4,1
-1,21,47,5,15,21,29,10,23,10,15,5,2,23,61,10,26,11,17,19,20,7,12,10,1,1
1,28,57,12,25,12,14,7,26,15,9,9,2,15,52,3,15,18,22,11,22,11,16,4,2,1
-1,18,44,9,16,23,32,12,28,11,13,5,5,21,62,8,26,8,13,18,16,10,11,10,4,1
1,29,63,11,25,29,41,11,28,11,10,4,7,34,76,13,25,15,23,16,30,12,13,4,3,1
1,32,68,14,30,8,9,8,24,19,12,7,3,33,63,11,18,13,24,13,29,21,14,6,7,2
0,24,65,4,17,22,30,19,25,8,9,10,9,23,59,8,21,15,19,13,29,13,16,6,3,1
0,23,61,8,21,15,17,10,23,10,7,9,4,25,57,6,19,8,13,14,30,12,16,3,4,1
0,27,71,6,20,24,32,19,27,8,13,6,10,30,75,8,21,20,23,18,28,13,11,4,8,2
1,20,45,5,16,13,14,10,19,8,7,3,3,12,45,5,18,8,12,15,12,4,12,6,2,1
1,30,55,7,14,6,10,7,23,17,6,9,7,13,43,7,28,9,14,8,16,8,16,4,1,1
0,38,61,16,26,10,13,6,14,20,11,12,5,30,60,13,28,14,17,17,17,16,19,4,2,1
0,35,55,10,20,17,23,5,33,16,13,5,5,26,67,16,33,10,16,13,17,13,13,2,1,1
1,39,76,9,22,11,14,22,19,18,7,14,4,21,49,12,27,7,8,9,18,12,24,3,0,1
-1,28,59,5,14,2,5,9,25,13,9,5,1,23,52,6,21,9,11,6,22,18,9,2,5,1
1,31,66,7,18,19,24,14,21,15,9,8,6,27,59,8,20,10,15,13,23,14,21,2,2,1
-1,29,62,6,15,16,22,18,31,18,11,9,5,23,63,5,14,3,11,17,19,12,13,7,5,1
1,29,64,7,21,31,42,13,35,14,13,5,5,30,72,8,23,13,20,13,28,18,14,3,1,1
1,22,58,6,19,16,21,15,25,7,8,5,3,23,62,4,20,6,12,13,24,5,9,6,1,1
0,24,61,11,29,13,20,14,25,12,9,4,6,28,57,3,8,19,29,11,28,18,7,5,6,2
-1,28,63,4,12,6,12,14,23,15,11,8,6,27,64,6,19,7,12,15,23,14,10,5,1,2
1,21,47,6,17,19,30,7,33,10,14,6,9,19,58,12,29,9,15,8,23,11,9,9,3,1
1,31,59,4,16,15,28,12,22,8,4,6,10,23,65,9,29,7,17,19,22,11,12,2,3,1
1,32,73,9,25,11,22,23,21,12,11,3,1,32,57,12,26,21,30,10,24,20,10,5,1,2
1,26,64,8,24,9,15,15,20,9,7,6,6,24,54,7,20,12,16,10,24,11,13,1,5,1
-1,21,51,6,18,15,20,11,24,5,9,4,1,21,55,8,25,11,14,13,21,9,11,5,2,1
1,26,57,5,17,16,23,14,24,15,9,10,1,17,47,3,13,10,16,8,19,9,15,4,2,1
1,22,64,8,26,11,21,21,17,10,8,5,1,27,48,7,13,19,28,9,30,16,12,2,1,2
1,26,62,9,21,19,29,17,20,14,11,4,6,25,60,8,25,14,17,11,22,14,12,6,4,1
-1,22,57,9,23,11,11,8,27,11,5,7,2,18,54,6,24,12,14,11,27,10,9,2,3,1
-1,25,70,8,22,13,17,17,29,13,11,9,5,23,63,6,27,13,16,14,29,15,15,6,5,1
1,22,54,8,20,20,28,14,22,12,8,3,8,27,62,4,17,11,14,14,21,15,9,4,6,1
-1,32,65,7,20,11,21,14,30,17,9,3,5,27,68,8,31,15,21,17,23,9,9,4,6,1
1,28,60,9,21,12,14,12,28,13,11,4,12,19,63,1,14,11,23,21,20,9,12,4,5,1
1,25,67,2,19,10,12,17,27,9,7,8,8,14,53,5,16,12,20,15,25,8,13,5,5,1
-1,27,57,10,22,10,22,10,31,13,13,5,5,22,67,7,27,14,20,16,21,15,10,5,1,1
1,31,76,9,28,9,13,18,26,9,12,5,4,21,49,7,20,34,43,5,28,12,13,4,2,2
1,24,50,9,21,13,18,7,23,11,10,5,8,26,58,10,21,4,9,10,21,16,10,6,0,1
1,17,50,6,21,22,29,11,30,7,12,8,7,23,67,6,28,5,10,17,25,10,12,7,5,1
0,22,47,8,19,14,18,6,25,15,9,3,5,20,57,9,31,10,18,14,21,13,8,5,1,1
0,27,54,10,22,13,20,11,27,14,7,4,3,20,61,4,23,5,6,15,18,13,10,6,1,1
0,26,64,12,28,10,12,8,21,18,4,2,3,26,53,15,25,17,24,10,32,25,10,3,7,2
1,27,50,8,15,6,16,7,30,9,15,6,8,13,50,4,19,8,11,8,20,5,19,3,1,1
1,27,56,3,13,19,33,15,31,14,19,16,4,18,58,6,24,9,17,15,20,6,25,10,2,1
0,24,56,6,14,14,19,11,28,15,16,10,6,17,58,4,21,12,18,16,22,11,18,9,6,1
0,32,76,8,25,8,14,17,31,12,9,4,6,30,63,11,24,10,21,8,29,17,6,5,2,2
0,29,63,2,6,10,17,19,26,10,17,9,7,18,52,8,21,13,27,13,20,11,17,6,4,1
1,27,55,5,16,18,24,14,24,15,8,10,7,19,57,8,25,10,14,15,18,11,13,5,4,1
1,24,55,9,20,11,19,15,23,12,13,6,6,26,66,7,19,5,10,20,19,11,13,9,2,1
0,25,60,6,15,11,24,16,23,16,13,5,7,19,50,4,18,16,25,11,25,13,19,10,2,1
1,23,64,6,17,29,42,13,29,13,13,7,9,27,66,2,15,17,24,13,33,12,21,5,2,1
1,33,59,6,11,16,24,11,14,18,6,5,6,30,52,5,10,7,12,11,19,16,16,3,3,1
0,22,56,5,15,14,19,15,22,13,15,6,3,28,55,3,9,8,17,10,24,16,15,7,2,2
-1,28,62,3,16,15,16,17,23,15,13,5,5,23,55,9,19,14,21,10,15,9,10,4,3,1
1,28,63,4,15,18,29,18,28,16,9,9,8,16,53,3,18,8,17,13,22,7,17,4,6,1
1,24,69,1,14,12,16,19,31,15,15,4,4,24,62,5,18,14,21,11,26,12,12,10,4,2
1,28,61,3,14,16,28,8,30,10,5,4,8,26,67,8,23,7,12,13,29,11,10,2,0,1
1,23,68,5,23,12,14,17,25,14,13,7,5,27,53,4,10,20,30,9,30,12,14,8,6,2
-1,25,56,6,16,15,20,14,26,10,9,5,4,18,53,7,19,6,13,12,21,10,14,4,3,1
1,25,60,2,8,15,23,16,25,15,9,7,4,20,44,6,15,12,24,7,22,6,13,6,6,1
-1,28,63,3,14,19,27,13,29,11,10,5,5,24,64,6,20,18,27,17,25,11,13,6,5,1
-1,26,63,4,17,25,39,16,28,14,20,6,4,26,68,10,15,23,35,17,25,11,16,11,3,2
-1,25,59,3,10,12,20,12,28,15,15,5,5,27,61,5,15,10,19,10,23,12,7,8,5,2
1,19,49,7,20,10,14,12,22,8,16,4,5,19,50,7,14,13,19,11,19,10,10,8,0,2
1,33,58,7,15,26,31,8,22,19,7,8,3,24,46,7,19,19,25,3,20,11,17,4,2,1
-1,31,54,6,15,17,28,11,18,15,12,7,4,23,47,5,14,25,29,9,18,12,16,4,0,1
1,25,58,4,17,12,19,18,16,16,15,6,5,28,57,7,16,18,21,14,17,15,10,4,5,2
1,30,65,6,15,7,9,13,23,14,8,6,6,27,61,8,21,6,8,13,22,14,14,5,5,1
1,26,58,4,14,31,43,20,19,12,10,6,5,28,58,10,24,15,21,13,16,11,12,3,2,1
1,23,73,6,18,7,11,23,22,7,15,7,2,23,54,3,12,19,25,12,30,11,14,10,4,2
1,27,56,1,7,18,29,10,31,13,11,3,2,18,57,5,21,16,24,7,22,8,10,4,2,1
1,25,59,3,12,20,22,11,22,13,11,5,7,27,54,6,11,23,26,8,24,17,10,5,4,2
0,24,53,1,6,18,26,18,20,10,12,8,6,17,48,4,17,18,19,12,18,6,12,5,0,1
0,23,45,3,5,12,20,9,31,7,22,3,10,19,65,6,20,14,22,20,17,9,11,9,1,1
0,26,54,6,16,12,18,13,14,12,12,2,7,26,57,5,16,19,22,18,17,11,10,8,2,2
1,35,62,6,13,13,21,12,37,18,13,7,10,17,62,2,10,6,12,10,20,8,13,2,2,1
1,25,47,5,13,18,31,10,37,11,21,6,5,17,65,3,19,4,11,16,16,7,15,11,3,1
0,30,54,8,26,17,24,7,33,20,16,12,10,20,63,10,37,10,15,12,19,13,15,7,1,1
0,29,55,6,15,14,24,8,25,16,11,6,5,22,55,4,16,14,22,14,21,12,14,6,0,1
-1,21,51,4,17,31,46,13,32,15,14,6,5,25,63,1,10,8,14,11,25,14,14,8,1,1
1,24,58,2,11,19,34,16,27,9,10,8,10,21,69,1,10,7,11,21,26,2,17,8,7,1
1,46,78,7,18,8,15,12,29,23,11,15,6,23,57,9,24,19,24,9,23,9,23,5,6,1
1,32,64,5,21,18,27,12,36,17,18,7,8,17,64,4,20,16,28,17,27,10,21,8,3,1
1,40,75,8,20,16,29,23,41,23,15,10,5,15,63,3,22,9,20,13,18,6,21,8,2,1
0,36,87,7,22,24,34,29,31,13,13,11,6,36,75,7,13,11,19,12,29,17,16,6,9,1
1,32,57,7,16,8,19,9,23,20,17,9,4,23,52,6,15,16,20,8,23,12,22,8,0,1
1,36,77,7,23,16,21,20,35,16,19,19,5,23,67,12,24,5,14,15,23,10,27,9,3,1
1,23,65,7,25,23,33,21,16,14,13,10,9,23,62,7,19,17,24,22,25,10,25,7,3,1
-1,40,68,5,13,11,17,16,27,21,14,3,4,29,66,7,23,20,28,13,14,12,11,11,3,1
1,37,67,6,12,23,34,18,21,18,11,5,1,30,56,6,15,20,26,6,17,13,15,4,3,1
-1,32,65,8,16,18,28,14,28,18,14,9,5,30,67,7,19,16,23,13,25,14,13,3,7,1
1,24,68,3,12,21,33,17,33,6,9,5,10,25,66,4,16,13,23,14,35,7,11,6,7,1
1,25,68,3,11,9,22,16,25,13,18,9,7,25,65,1,12,20,32,19,31,16,19,9,6,2
1,29,66,7,17,9,16,17,17,15,19,12,3,28,51,6,15,26,37,13,23,20,20,11,6,2
1,37,67,5,14,16,29,17,29,15,11,3,5,31,69,9,18,12,15,10,17,12,7,5,1,1
-1,27,70,4,15,19,31,16,25,13,18,12,7,28,64,3,12,21,27,12,28,9,20,13,6,2
-1,30,59,6,14,6,7,8,23,12,5,5,3,24,53,4,18,8,12,10,21,9,11,3,2,1
1,28,68,5,18,10,27,18,28,14,11,5,3,25,60,10,24,20,28,11,33,11,11,5,1,2
-1,22,59,7,14,17,23,14,20,6,17,4,12,26,65,6,13,22,29,20,25,14,10,12,10,2
1,29,60,11,23,22,30,14,35,19,13,8,3,16,57,2,18,17,27,10,17,9,12,8,2,1
1,30,65,7,18,10,19,19,23,11,18,4,4,28,65,2,13,24,29,17,21,6,11,10,2,2
-1,25,62,6,17,15,24,18,26,10,16,6,4,23,55,4,13,17,21,7,23,11,11,7,4,1
1,22,50,4,17,21,36,12,21,12,12,8,4,21,52,8,22,9,12,10,17,6,16,7,1,1
1,21,57,4,12,12,15,12,17,12,13,10,5,23,53,7,12,21,31,16,24,14,15,7,6,2
1,30,56,4,11,23,28,12,26,11,10,6,4,26,54,10,24,14,18,4,17,13,11,4,3,1
1,28,55,5,17,16,18,10,19,14,18,4,7,36,66,5,16,15,17,12,19,23,8,12,5,2
0,30,63,4,16,18,28,14,32,11,10,7,5,27,64,9,21,12,18,10,24,14,9,8,1,1
0,24,66,4,15,15,22,19,21,12,11,7,6,30,56,6,13,20,26,8,26,14,12,7,6,2
1,30,59,4,17,19,34,11,39,16,15,5,5,19,63,4,23,10,18,8,22,8,16,5,5,1
1,34,74,4,16,17,22,16,31,18,14,12,7,21,64,3,14,13,20,15,26,4,22,6,5,1
