@relation /home/harish/CS6347project/data_5teams/Duke_arff-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 {1,2,}

@data
1,32,71,5,23,10,14,17,18,15,10,9,3,33,59,6,15,10,15,11,23,18,14,3,6,2
0,28,54,9,19,18,23,12,15,14,15,10,2,29,51,7,12,11,19,12,18,13,19,7,6,1
0,27,50,8,15,13,21,8,22,16,12,9,6,21,49,7,15,14,20,11,19,12,15,6,5,1
0,24,56,9,23,27,33,10,25,11,10,8,4,26,59,5,16,20,26,12,25,13,15,6,3,1
1,16,45,6,21,29,36,11,18,8,15,8,4,22,46,4,7,8,10,6,19,10,21,8,3,1
0,26,52,9,17,21,27,8,24,12,17,7,8,25,61,3,11,16,17,11,20,16,17,9,2,1
0,26,59,8,23,16,25,11,24,16,13,9,7,18,52,3,15,8,11,8,24,12,22,5,1,1
0,27,71,5,22,9,15,21,20,17,15,6,11,28,57,5,15,17,19,10,25,19,17,5,5,2
-1,29,49,5,14,9,18,14,17,14,16,16,6,20,50,1,8,9,14,15,10,4,20,8,1,1
1,26,53,6,14,21,29,18,17,11,14,16,8,25,56,3,13,5,7,15,14,9,21,8,4,1
1,32,65,6,22,14,23,14,34,17,9,12,14,15,62,7,18,6,10,15,24,8,19,3,3,1
1,24,55,6,19,15,19,14,18,13,15,11,4,22,52,2,18,5,7,11,18,10,20,11,5,1
0,31,54,7,16,20,30,14,29,17,13,7,6,21,66,6,16,13,22,21,13,12,11,5,2,1
1,32,63,11,27,13,20,14,23,22,12,15,11,19,56,5,15,11,12,12,21,9,22,6,0,1
-1,31,65,7,22,4,6,15,22,14,12,9,4,20,52,1,7,13,22,15,20,7,16,6,2,1
1,34,64,10,25,21,29,13,21,21,10,16,8,21,56,5,12,11,18,14,21,8,25,5,6,1
-1,34,65,6,18,19,23,16,27,15,11,5,4,25,62,6,17,15,24,14,16,13,12,4,4,1
1,27,53,8,14,14,17,9,22,18,16,7,4,23,51,4,16,7,9,6,18,15,20,5,5,1
1,28,54,10,19,18,27,14,27,21,17,5,12,24,68,7,13,17,25,20,18,12,12,11,2,1
-1,24,71,7,18,13,17,24,25,16,11,10,5,25,59,3,9,7,9,10,24,16,15,1,11,1
-1,35,62,7,16,8,12,13,21,15,15,13,9,25,58,7,17,9,11,13,16,16,19,5,4,1
1,20,52,6,21,10,16,9,23,10,12,5,7,18,61,7,26,6,9,20,21,12,17,8,6,1
-1,29,58,7,18,17,25,12,32,16,21,3,9,26,69,7,22,15,25,17,21,13,14,8,5,1
-1,27,64,7,21,22,26,14,25,18,18,4,6,32,74,5,18,12,17,21,25,18,21,10,6,1
1,25,51,4,17,27,32,15,17,14,16,13,1,20,43,2,9,13,26,12,13,7,22,4,2,1
1,29,56,8,19,27,34,14,24,17,14,10,8,27,57,7,14,14,20,10,15,15,15,6,2,1
1,23,56,10,23,18,21,10,17,8,12,6,3,26,50,6,12,20,24,9,26,12,15,7,2,2
1,31,63,7,14,15,17,13,19,12,15,9,2,32,64,7,18,19,25,16,19,14,14,8,3,2
1,27,54,9,23,23,29,13,22,15,19,16,5,22,59,5,13,14,27,22,16,10,23,14,2,1
1,31,64,15,26,20,23,9,30,17,11,8,11,23,74,3,11,14,17,23,22,9,16,5,3,1
-1,20,51,6,25,24,29,10,20,8,14,7,5,23,53,6,16,13,18,12,20,10,19,8,2,1
-1,24,70,8,29,12,19,22,16,11,20,14,6,26,51,5,12,19,27,12,29,14,24,9,11,2
1,28,58,3,11,11,18,9,22,12,12,8,6,24,65,5,22,12,17,20,23,15,16,6,2,1
0,25,50,7,17,27,32,6,23,10,16,11,11,25,56,4,15,20,25,11,21,12,18,8,1,1
0,28,54,4,13,25,38,15,22,15,6,6,5,25,55,7,20,14,22,11,20,12,11,3,3,1
0,33,70,5,21,16,31,15,30,6,17,7,8,29,67,5,13,32,44,16,32,15,13,9,4,2
1,30,75,9,27,19,30,26,31,16,13,17,10,20,59,2,10,4,11,10,23,11,23,7,7,1
0,25,58,7,25,17,24,11,22,13,10,10,4,23,60,8,23,7,9,16,26,10,18,3,0,1
1,37,70,15,32,9,15,14,30,22,13,13,12,18,61,0,5,8,16,16,22,6,24,8,4,1
1,26,51,11,20,18,25,6,25,13,12,5,9,23,52,7,15,21,31,8,19,12,12,3,0,1
0,36,55,7,15,14,21,8,23,19,16,10,4,21,51,3,6,16,24,12,16,11,21,5,2,1
1,30,73,5,19,17,21,21,30,18,11,9,11,19,54,3,14,13,20,9,23,15,18,8,8,1
1,30,61,9,23,19,24,14,25,16,14,14,18,22,59,5,11,6,14,15,17,8,23,10,4,1
0,27,51,4,12,20,32,9,27,14,13,7,6,23,61,4,9,17,25,16,18,9,14,10,1,1
1,22,60,6,21,12,21,16,27,9,21,13,5,20,61,0,6,14,18,18,24,8,23,10,7,1
1,17,47,3,12,22,25,14,27,8,18,10,8,20,53,1,17,5,6,7,19,10,15,13,5,1
1,27,56,13,34,15,18,11,25,12,13,4,8,27,62,7,18,13,17,13,19,8,11,12,2,1
-1,27,52,7,21,25,29,10,22,9,11,8,3,25,58,5,18,19,24,11,15,15,11,8,5,1
1,28,55,8,19,16,25,12,25,12,13,9,14,22,63,2,8,20,21,16,19,5,13,9,1,1
-1,31,51,10,21,20,26,6,24,9,12,4,3,35,77,5,13,8,10,20,17,6,10,6,1,1
-1,31,56,11,23,15,18,11,26,14,10,8,1,19,57,4,16,14,19,14,14,4,11,9,1,1
-1,24,72,7,25,11,17,21,19,14,19,15,8,26,63,3,11,20,24,19,29,9,23,10,7,2
1,30,63,10,26,30,49,16,26,14,10,10,0,24,64,3,10,14,23,17,25,8,16,9,1,1
1,30,61,13,24,16,23,15,22,14,13,5,5,34,74,8,18,16,23,23,21,11,7,8,5,2
1,24,64,11,27,23,31,18,28,12,14,10,13,26,65,4,12,9,14,15,26,15,18,11,6,1
1,20,56,10,25,21,22,10,18,12,15,17,6,25,57,3,14,17,23,17,26,10,23,4,4,1
1,29,73,11,28,23,30,13,28,12,11,4,4,33,75,4,10,29,39,16,34,20,10,2,8,2
1,23,59,6,22,13,18,9,23,8,8,7,8,25,64,3,8,14,18,19,30,8,14,3,12,2
1,32,54,12,22,26,33,7,18,15,14,7,5,29,57,8,12,26,35,12,17,12,16,7,2,1
-1,19,56,9,24,13,22,15,24,10,19,9,5,24,57,0,5,8,14,12,25,10,19,11,4,1
-1,16,51,6,23,20,27,15,25,10,23,11,1,17,52,0,4,13,18,12,22,9,22,12,6,1
1,25,62,14,33,19,24,15,25,16,13,8,8,23,60,3,12,10,12,12,23,7,17,5,7,1
1,26,56,11,29,10,19,8,22,17,12,6,7,27,67,1,11,20,26,21,27,14,11,8,3,2
0,24,65,10,28,18,26,23,31,13,12,5,6,22,58,6,15,14,19,8,22,8,10,5,6,1
0,28,56,11,23,9,19,15,20,16,9,4,5,24,55,8,25,13,18,14,20,11,12,0,2,1
0,22,56,3,16,22,33,16,30,9,16,4,9,21,71,4,20,18,22,20,25,7,9,8,5,1
1,22,55,3,16,17,26,12,15,6,10,15,3,22,45,1,11,2,4,8,25,12,26,6,4,1
1,35,55,10,18,13,19,8,33,22,14,8,2,13,54,2,10,12,18,11,16,5,17,10,2,1
1,31,59,10,21,12,17,9,24,16,9,5,11,22,57,1,8,10,11,11,20,10,14,3,1,1
0,27,54,3,16,21,28,6,24,10,9,5,3,27,66,6,21,8,14,16,24,12,13,4,5,1
0,25,51,5,12,15,25,10,24,14,12,8,3,27,66,6,23,7,13,18,22,13,13,9,6,1
-1,29,56,7,17,10,14,8,25,19,19,6,8,29,59,2,10,7,13,8,22,12,16,6,2,1
1,26,56,8,20,17,21,9,21,13,15,11,8,32,62,3,10,8,12,10,24,13,13,9,3,1
1,23,47,6,19,20,26,6,21,11,17,16,4,22,56,8,21,7,11,14,20,13,26,8,2,1
0,31,58,12,22,23,24,8,23,15,7,10,6,27,59,3,12,9,12,11,19,7,16,6,1,1
1,34,59,8,19,28,36,11,25,21,11,10,4,33,68,2,14,9,15,14,22,15,14,6,1,1
1,26,54,4,14,14,20,7,26,18,13,6,9,24,59,1,6,8,15,15,22,10,16,4,3,1
-1,32,56,11,22,27,28,11,26,16,13,12,2,25,54,5,16,14,19,7,14,12,16,6,3,1
1,32,59,4,19,16,22,10,28,20,12,14,4,17,55,7,20,9,15,12,19,9,20,7,0,1
-1,28,51,14,28,12,14,7,18,15,16,12,3,25,57,2,13,12,16,15,17,13,16,6,4,1
1,26,61,10,25,14,19,13,24,18,20,19,14,19,63,4,12,10,13,21,24,6,29,9,11,1
-1,27,47,4,9,29,36,9,17,14,10,9,5,33,61,5,14,6,21,19,14,7,13,7,4,1
1,26,58,11,28,18,26,11,22,19,10,13,4,28,54,2,11,10,16,9,25,13,17,6,7,1
1,30,58,9,19,15,20,10,16,11,15,10,4,32,52,6,14,17,24,8,21,24,16,8,3,2
-1,29,59,5,19,17,20,10,32,15,16,3,4,27,63,3,8,10,22,12,22,9,9,9,6,1
1,26,47,10,18,20,24,6,22,20,17,14,10,20,56,4,9,19,22,15,16,10,19,9,3,1
-1,24,54,6,15,29,37,12,20,12,13,10,8,31,63,9,16,10,13,13,22,23,15,7,1,1
1,29,64,8,22,31,43,13,23,20,18,9,7,42,85,2,10,10,11,21,28,18,20,10,1,1
-1,29,59,10,20,19,24,7,19,14,16,13,5,27,67,6,15,23,29,22,23,14,21,8,4,1
-1,29,61,11,23,27,32,12,29,16,16,6,8,32,71,4,9,20,31,19,20,14,13,4,5,1
1,35,61,6,18,17,18,6,25,20,12,12,5,27,68,3,8,13,20,19,21,10,18,8,3,1
1,25,51,13,23,29,33,8,25,16,16,7,3,30,73,1,11,10,16,18,19,12,11,11,2,1
-1,27,59,3,12,16,25,12,21,16,11,11,1,29,57,1,4,7,10,10,25,18,20,7,4,1
-1,22,48,5,20,25,39,13,31,18,17,5,2,29,71,4,17,4,10,15,18,10,11,13,3,1
1,28,63,8,22,10,17,16,23,12,17,3,7,21,60,5,15,32,40,20,22,7,11,6,2,2
-1,29,70,7,26,11,15,10,28,17,16,10,9,30,68,5,16,18,23,12,33,16,16,7,7,2
0,25,61,12,32,18,23,14,18,13,10,7,7,27,63,6,14,16,21,21,25,14,14,3,5,1
0,24,52,6,22,24,32,6,23,10,5,8,3,25,60,7,24,9,13,16,27,10,14,3,3,1
0,25,50,9,16,19,29,5,20,10,10,8,3,30,52,6,11,10,17,6,28,15,14,4,6,1
1,28,48,6,16,24,36,11,27,16,13,11,11,15,51,4,17,9,14,12,15,7,19,6,1,1
1,24,48,2,5,22,32,10,33,11,20,9,6,19,62,4,16,6,14,13,21,8,17,10,0,1
1,31,58,4,7,9,16,16,25,18,21,17,8,18,57,4,11,8,14,17,14,9,24,7,6,1
0,25,41,7,13,14,17,9,21,14,17,5,0,20,41,5,21,11,13,2,8,12,11,5,3,1
0,20,53,5,13,17,18,14,22,9,19,5,3,27,59,5,15,14,22,14,18,9,9,10,2,2
1,24,46,5,9,22,34,12,29,15,17,9,6,18,63,3,19,8,10,16,18,8,16,6,1,1
1,14,44,6,18,20,29,10,24,9,15,9,8,20,52,4,9,7,15,12,24,8,16,8,5,1
1,17,44,6,13,21,25,13,20,10,18,7,6,21,49,2,14,8,12,12,16,12,17,3,4,1
1,19,43,6,15,13,27,15,19,9,20,6,4,17,46,3,16,8,10,9,15,7,20,11,3,1
1,25,50,9,20,10,14,6,22,21,11,6,1,22,53,4,17,5,9,11,22,12,15,5,1,1
1,24,50,8,17,23,32,9,23,17,17,11,9,30,59,6,12,6,11,9,21,19,18,10,2,1
0,19,55,8,22,15,22,13,26,12,6,4,8,22,57,1,7,9,11,10,28,10,10,3,8,1
1,28,60,4,17,10,17,10,34,16,11,8,5,22,67,1,12,6,11,14,27,5,12,8,5,1
1,28,59,5,15,12,17,14,35,16,15,5,6,23,67,3,18,6,9,11,17,6,8,12,2,1
-1,22,45,5,12,18,28,8,29,11,22,3,5,26,60,4,10,13,18,7,22,10,7,14,3,2
1,26,60,4,20,7,11,9,14,16,17,10,1,22,39,7,12,23,29,6,26,16,28,11,3,2
-1,28,41,7,13,22,29,7,25,17,16,6,1,23,47,5,14,12,20,5,11,11,13,10,1,1
1,24,54,6,19,8,15,11,26,16,15,9,4,16,48,3,11,5,12,11,21,5,21,5,5,1
-1,31,59,7,20,10,13,7,24,16,11,13,3,14,41,4,11,24,27,4,21,7,20,4,3,1
1,24,58,5,16,15,18,17,23,13,16,9,2,25,55,6,18,10,11,6,18,12,12,10,5,1
1,28,56,3,10,16,19,15,26,15,14,5,8,20,58,4,16,17,25,18,12,11,11,7,5,1
1,26,59,5,18,9,11,9,25,9,10,2,6,24,58,4,13,16,19,9,24,9,8,3,2,2
-1,23,52,6,15,15,20,10,23,10,13,3,6,26,57,8,16,8,11,10,21,12,12,6,1,2
-1,27,63,7,18,12,19,11,22,10,16,8,9,31,61,3,12,14,18,10,29,14,13,7,6,2
1,25,58,4,14,6,13,13,21,9,17,7,5,31,64,2,7,8,8,11,23,14,15,7,3,2
-1,33,59,8,20,4,10,13,18,19,15,10,1,21,40,6,13,22,28,5,17,12,19,4,5,1
1,22,46,9,20,18,28,10,18,16,18,15,4,28,59,3,7,3,4,14,22,14,22,9,3,1
-1,24,46,7,14,16,22,6,25,11,16,3,1,26,55,5,13,9,18,10,19,15,14,11,7,1
-1,20,46,6,12,21,29,11,24,12,11,7,7,17,50,4,16,12,16,10,19,10,14,8,4,1
-1,29,70,9,22,10,14,17,20,9,12,5,4,33,63,7,13,12,17,11,28,25,13,3,8,2
1,27,64,7,23,11,16,13,22,11,15,6,2,31,62,2,9,22,27,11,27,18,11,8,5,2
0,30,61,9,23,11,15,12,17,9,18,3,1,31,51,4,10,19,29,9,20,14,15,7,2,2
1,39,69,16,28,27,32,18,30,27,18,10,9,21,60,6,18,8,12,10,14,13,26,10,3,1
1,32,67,9,26,13,19,12,26,18,17,11,6,25,55,4,17,7,13,6,24,12,26,2,3,1
0,34,74,5,19,10,15,20,24,14,11,9,4,22,47,7,14,10,14,3,23,9,21,4,3,1
0,26,46,6,13,21,29,5,26,11,12,5,7,21,65,4,16,20,29,22,19,10,11,5,4,1
0,26,52,6,15,19,27,12,25,12,14,2,2,26,57,7,15,14,20,10,19,15,11,7,3,1
1,26,47,11,26,15,26,10,19,17,20,11,3,16,41,4,14,7,8,5,17,12,31,10,2,1
1,26,61,11,24,19,23,12,28,14,14,10,5,24,65,3,14,7,13,17,25,11,18,6,1,1
-1,27,57,11,25,14,23,10,30,17,16,3,5,30,68,8,24,5,12,13,26,15,14,4,7,1
1,37,75,11,27,10,14,14,29,19,8,7,3,25,66,6,19,11,15,14,27,11,15,3,6,1
1,38,63,15,26,20,34,8,23,20,8,9,4,30,64,3,16,7,10,11,25,9,21,6,3,1
0,23,61,4,19,14,26,11,28,12,20,4,1,23,65,3,19,16,24,19,34,10,22,8,4,2
1,29,65,6,23,17,25,16,26,16,14,9,4,27,59,6,13,7,11,8,22,15,18,5,1,1
-1,21,55,8,21,24,29,10,29,13,14,10,4,20,58,6,20,18,27,17,28,11,20,8,8,1
1,34,67,11,31,8,12,12,23,21,12,12,3,25,59,4,14,11,16,12,22,9,19,4,2,1
-1,25,57,7,27,13,18,13,31,10,20,8,5,22,62,3,13,10,13,11,21,7,14,12,5,1
1,31,58,7,22,24,32,9,17,14,11,13,4,33,62,4,12,10,23,19,23,17,21,4,2,1
-1,29,61,8,22,15,25,8,28,15,12,11,4,23,56,2,13,16,27,12,26,9,22,5,8,1
-1,32,68,6,18,23,29,15,21,9,10,13,3,31,57,4,12,18,27,11,26,24,22,4,5,1
1,32,56,9,20,19,27,13,15,15,11,10,3,24,44,4,9,20,31,10,16,11,18,5,2,1
1,25,61,12,30,26,40,19,22,13,11,5,7,29,59,3,11,12,21,12,24,11,14,4,0,1
-1,30,66,13,29,16,27,11,27,16,15,11,6,28,69,3,17,19,30,20,29,17,20,3,4,1
1,31,70,8,23,20,33,19,17,15,6,10,5,32,58,7,13,9,13,9,27,16,21,5,7,1
1,23,58,12,25,19,25,6,30,15,13,14,4,27,66,3,13,8,12,12,33,11,19,7,6,1
1,26,64,8,28,13,25,14,24,12,22,8,2,27,60,5,11,27,38,14,31,10,19,7,8,2
1,30,66,15,37,20,26,16,23,17,23,11,0,35,61,7,14,19,28,10,24,17,22,11,3,2
1,30,65,10,25,16,25,17,28,16,14,11,6,20,60,3,13,13,22,15,24,12,18,10,2,1
1,24,56,2,15,21,30,14,23,10,9,14,2,23,61,5,14,7,11,17,22,3,20,4,6,1
-1,22,57,13,28,30,37,9,18,14,8,5,2,27,50,7,13,25,29,7,30,15,17,4,2,1
-1,33,65,12,27,8,14,11,24,17,11,4,1,27,58,6,18,10,13,8,24,13,14,3,4,1
-1,25,76,10,29,8,9,19,25,13,13,3,7,31,76,5,11,9,12,20,33,12,12,6,15,2
0,28,54,9,19,17,26,12,22,17,12,7,6,27,61,6,14,10,13,13,18,13,13,3,4,1
0,26,60,6,26,16,17,12,21,12,16,8,1,28,55,7,19,15,22,8,22,15,16,9,4,2
1,30,63,3,11,17,21,14,30,13,21,17,4,16,53,3,17,14,19,10,19,4,28,5,5,1
1,32,66,8,19,25,49,23,35,17,11,11,7,18,64,5,19,13,21,16,20,6,17,5,6,1
1,25,55,4,17,28,32,13,16,9,10,7,4,29,53,10,14,11,16,12,19,10,18,4,3,1
0,18,42,7,16,40,47,8,34,13,19,7,5,20,57,6,15,12,19,7,21,16,15,4,2,1
0,24,50,4,19,19,25,11,29,15,17,6,4,19,54,6,22,12,16,8,20,14,12,10,2,1
1,29,64,4,15,16,23,17,25,10,11,14,3,23,50,6,15,6,14,6,20,13,20,4,3,1
1,35,64,10,27,15,19,12,23,21,17,14,8,27,68,3,21,15,19,21,20,9,19,9,2,1
-1,24,57,8,22,20,26,16,33,12,15,4,5,22,59,2,13,14,20,8,21,11,11,6,5,1
1,31,65,7,33,4,6,10,24,20,13,6,4,28,58,7,16,18,22,10,25,16,11,6,1,2
1,36,69,11,27,16,19,17,25,22,15,10,3,23,56,4,13,6,10,8,16,5,24,9,1,1
0,31,59,9,19,11,14,9,23,14,11,9,7,25,53,6,11,8,16,11,20,8,16,4,2,1
1,36,66,1,12,19,33,18,30,20,17,16,5,19,60,3,16,10,15,14,17,6,24,9,1,1
1,22,54,6,16,19,20,15,23,16,17,9,3,18,49,1,9,7,12,10,18,7,18,7,6,1
1,25,59,8,20,21,27,14,23,12,12,6,3,25,58,4,17,13,17,11,22,10,17,5,4,1
-1,18,42,5,12,25,39,9,25,6,17,6,4,22,71,3,17,11,14,23,20,7,14,12,2,1
-1,23,59,8,24,16,27,15,26,11,9,4,3,21,51,7,12,7,19,11,28,13,18,3,5,1
1,28,58,8,21,12,13,10,22,14,12,8,3,26,51,5,15,10,18,8,21,15,14,8,5,1
1,29,57,7,14,8,12,10,15,14,8,12,2,23,51,3,14,7,11,15,21,12,19,5,4,1
1,31,73,12,25,11,19,21,35,23,10,11,12,18,64,2,12,6,12,15,23,10,17,5,6,1
1,22,66,4,22,20,24,15,32,8,15,8,5,25,62,2,10,18,27,11,32,12,11,10,9,2
1,31,67,9,27,8,14,14,20,15,9,9,3,21,49,3,12,9,13,8,21,10,23,4,3,1
1,16,52,3,13,12,19,15,15,7,16,5,3,28,60,7,20,11,16,18,23,13,12,12,8,2
1,25,76,12,39,16,22,18,23,13,9,8,1,27,57,9,15,12,16,7,34,9,19,4,1,1
-1,34,70,8,24,11,18,14,17,18,15,12,3,34,62,6,15,27,31,12,24,13,15,8,2,2
1,29,68,3,16,13,16,18,14,12,11,9,3,30,51,8,18,12,17,9,19,18,19,4,8,2
-1,23,43,7,15,23,33,6,18,11,13,5,2,27,50,2,3,13,16,8,18,10,18,6,1,1
1,33,61,8,23,27,36,11,12,11,6,10,2,36,59,5,9,14,16,12,22,9,20,1,2,1
-1,25,57,8,19,20,28,13,26,11,9,5,6,24,50,3,8,16,25,6,22,8,11,4,6,1
-1,25,59,6,20,16,20,9,19,11,9,8,1,23,56,4,16,15,18,13,26,11,19,2,6,1
1,26,65,10,30,22,31,10,26,13,7,6,3,30,60,8,17,13,20,9,30,16,14,3,4,1
1,22,50,8,21,19,27,6,16,12,11,9,3,28,53,6,12,17,25,12,25,14,11,5,4,2
0,22,47,9,20,13,22,13,20,8,12,8,8,23,60,7,20,12,16,18,17,11,12,2,3,1
0,20,55,9,22,18,21,15,17,11,11,5,4,25,63,4,15,7,9,19,18,7,11,5,4,1
0,24,58,12,25,19,26,14,21,12,4,5,3,23,49,9,18,14,19,8,26,9,13,2,5,1
1,37,62,7,18,15,20,15,29,16,13,8,8,24,60,4,12,10,18,13,13,12,14,5,1,1
1,24,54,6,23,20,24,13,27,14,12,4,5,16,56,6,17,11,19,15,19,8,14,5,1,1
1,37,70,12,21,15,24,15,31,21,9,7,4,20,59,5,21,14,21,12,22,6,17,4,0,1
1,35,72,18,32,16,17,16,29,25,8,8,4,25,67,5,14,12,18,17,21,11,16,4,4,1
0,23,55,4,18,14,18,12,21,13,14,2,5,18,46,2,13,15,22,8,22,6,15,7,1,1
0,21,74,6,18,20,25,25,31,10,12,6,7,22,59,0,4,15,28,14,29,13,16,4,9,1
1,24,53,6,14,15,16,8,24,11,11,2,3,26,59,8,20,13,19,12,22,17,5,4,6,2
1,28,65,5,17,19,24,17,24,15,8,6,5,29,57,6,18,7,13,8,23,14,13,3,3,1
1,43,66,11,19,16,26,8,26,27,12,9,9,28,68,6,20,6,8,14,21,18,23,7,1,1
0,27,60,6,18,16,20,10,35,16,13,7,7,15,54,1,10,10,21,11,24,8,18,9,2,1
1,32,68,15,26,5,13,17,27,20,11,5,10,22,61,8,17,11,13,13,23,17,13,7,3,1
1,36,60,10,21,32,40,15,28,24,12,13,2,21,62,5,24,8,10,12,13,12,21,6,0,1
1,24,48,6,18,20,25,6,27,12,15,6,3,16,49,3,16,18,24,10,19,7,17,8,3,1
0,29,65,9,21,19,21,18,20,14,12,12,4,26,57,2,9,11,19,15,19,11,18,2,8,1
1,26,60,6,28,9,14,11,21,15,12,4,5,22,53,5,14,22,28,13,25,7,15,6,2,2
1,28,60,1,12,22,27,18,22,11,10,9,3,21,48,1,10,16,26,10,17,7,13,5,6,1
1,30,70,4,13,26,32,20,28,12,14,8,3,26,66,3,8,15,25,19,22,8,17,7,2,1
1,22,57,5,13,25,33,17,23,8,14,4,1,32,55,5,12,19,26,6,22,18,9,5,5,2
-1,24,52,4,13,8,11,10,22,9,13,8,3,18,48,2,13,9,13,10,20,6,16,5,3,1
1,25,58,8,22,12,17,11,19,16,12,10,2,23,54,4,13,6,14,15,25,18,22,7,6,1
1,23,62,9,29,22,26,17,15,11,15,11,3,33,46,6,13,17,23,2,20,20,16,9,9,2
1,25,56,12,18,24,36,17,23,15,12,6,1,24,49,3,12,16,28,12,20,12,15,7,2,1
-1,23,48,5,17,15,26,12,19,11,11,4,5,24,58,2,14,13,15,13,14,12,9,7,2,1
-1,22,69,9,18,11,18,23,28,12,8,8,5,20,58,5,19,9,16,14,28,8,12,2,12,1
1,27,65,5,15,18,22,20,24,12,7,5,6,23,61,2,13,8,11,16,21,10,14,4,6,1
-1,25,60,13,29,18,22,17,12,17,15,12,2,25,45,4,12,20,27,11,20,14,22,7,1,1
1,18,62,10,30,21,26,23,24,11,11,5,2,19,58,2,15,15,16,15,23,4,11,6,4,1
1,22,63,4,12,22,28,18,29,9,5,7,6,19,58,1,10,13,18,14,23,8,13,3,7,1
-1,24,50,7,18,12,17,4,27,13,8,8,4,16,51,2,12,15,18,10,23,7,14,6,4,1
1,26,66,10,27,10,16,14,21,8,8,8,2,28,56,6,13,17,19,8,28,14,11,1,5,2
1,26,57,8,21,22,23,14,23,16,9,6,5,16,48,1,5,17,26,11,17,9,15,4,3,1
